BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
Aply22_c01606_NODE_16...region001	c01606_NODE_16..	NODE_1606_length_22563_cov_19.183357	terpene	Terpene		
Aply22_c01613_NODE_16...region001	c01613_NODE_16..	NODE_1613_length_22462_cov_5.407551	T1PKS	PKSI		
Aply22_c01645_NODE_16...region001	c01645_NODE_16..	NODE_1645_length_22168_cov_12.534979	NRPS-like	NRPS		
Aply22_c01654_NODE_16...region001	c01654_NODE_16..	NODE_1654_length_22074_cov_9.839275	T1PKS	PKSI		
Aply22_c01678_NODE_16...region001	c01678_NODE_16..	NODE_1678_length_21838_cov_5.729514	T1PKS	PKSI		
Aply22_c01840_NODE_18...region001	c01840_NODE_18..	NODE_1840_length_20277_cov_17.508308	terpene	Terpene		
Aply22_c01898_NODE_18...region001	c01898_NODE_18..	NODE_1898_length_19792_cov_42.827279	bacteriocin	RiPPs		
Aply22_c01934_NODE_19...region001	c01934_NODE_19..	NODE_1934_length_19561_cov_10.909874	T1PKS	PKSI		
Aply22_c01959_NODE_19...region001	c01959_NODE_19..	NODE_1959_length_19374_cov_5.389875	bacteriocin	RiPPs		
Aply22_c02004_NODE_20...region001	c02004_NODE_20..	NODE_2004_length_18991_cov_7.891265	lassopeptide	RiPPs		
Aply22_c02034_NODE_20...region001	c02034_NODE_20..	NODE_2034_length_18784_cov_7.822842	bacteriocin	RiPPs		
Aply22_c02062_NODE_20...region001	c02062_NODE_20..	NODE_2062_length_18573_cov_8.291122	T1PKS	PKSI		
Aply22_c02128_NODE_21...region001	c02128_NODE_21..	NODE_2128_length_18058_cov_11.001333	bacteriocin	RiPPs		
Aply22_c02188_NODE_21...region001	c02188_NODE_21..	NODE_2188_length_17594_cov_149.808313	bacteriocin	RiPPs		
Aply22_c02190_NODE_21...region001	c02190_NODE_21..	NODE_2190_length_17590_cov_5.623496	LAP.bacteriocin	RiPPs		
Aply22_c02261_NODE_22...region001	c02261_NODE_22..	NODE_2261_length_17200_cov_12.269291	bacteriocin	RiPPs		
Aply22_c02265_NODE_22...region001	c02265_NODE_22..	NODE_2265_length_17176_cov_10.749489	T1PKS	PKSI		
Aply22_c02431_NODE_24...region001	c02431_NODE_24..	NODE_2431_length_16234_cov_7.978552	NRPS-like	NRPS		
Aply22_c02455_NODE_24...region001	c02455_NODE_24..	NODE_2455_length_16155_cov_13.214596	bacteriocin	RiPPs		
Aply22_c02458_NODE_24...region001	c02458_NODE_24..	NODE_2458_length_16148_cov_15.824644	bacteriocin	RiPPs		
Aply22_c02547_NODE_25...region001	c02547_NODE_25..	NODE_2547_length_15645_cov_9.692303	terpene	Terpene		
Aply22_c02732_NODE_27...region001	c02732_NODE_27..	NODE_2732_length_14836_cov_5.238347	terpene	Terpene		
Aply22_c02749_NODE_27...region001	c02749_NODE_27..	NODE_2749_length_14764_cov_11.663403	bacteriocin	RiPPs		
Aply22_c02762_NODE_27...region001	c02762_NODE_27..	NODE_2762_length_14708_cov_13.874087	NRPS-like	NRPS		
Aply22_c02797_NODE_27...region001	c02797_NODE_27..	NODE_2797_length_14599_cov_10.958746	NRPS-like	NRPS		
Aply22_c02832_NODE_28...region001	c02832_NODE_28..	NODE_2832_length_14441_cov_6.697136	bacteriocin	RiPPs		
Aply22_c02839_NODE_28...region001	c02839_NODE_28..	NODE_2839_length_14419_cov_5.653996	bacteriocin	RiPPs		
Aply22_c02891_NODE_28...region001	c02891_NODE_28..	NODE_2891_length_14203_cov_4.715790	terpene	Terpene		
Aply22_c02928_NODE_29...region001	c02928_NODE_29..	NODE_2928_length_14094_cov_13.487499	bacteriocin	RiPPs		
Aply22_c02999_NODE_29...region001	c02999_NODE_29..	NODE_2999_length_13845_cov_4.758013	terpene	Terpene		
Aply22_c03009_NODE_30...region001	c03009_NODE_30..	NODE_3009_length_13779_cov_4.689595	betalactone	Others		
Aply22_c03022_NODE_30...region001	c03022_NODE_30..	NODE_3022_length_13738_cov_4.786523	T1PKS	PKSI		
Aply22_c03034_NODE_30...region001	c03034_NODE_30..	NODE_3034_length_13697_cov_10.989738	NRPS-like	NRPS		
Aply22_c03067_NODE_30...region001	c03067_NODE_30..	NODE_3067_length_13587_cov_7.586462	bacteriocin	RiPPs		
Aply22_c03075_NODE_30...region001	c03075_NODE_30..	NODE_3075_length_13547_cov_5.025422	bacteriocin	RiPPs		
Aply22_c03129_NODE_31...region001	c03129_NODE_31..	NODE_3129_length_13366_cov_5.043949	T1PKS	PKSI		
Aply22_c03229_NODE_32...region001	c03229_NODE_32..	NODE_3229_length_13059_cov_8.348970	NRPS	NRPS		
Aply22_c03315_NODE_33...region001	c03315_NODE_33..	NODE_3315_length_12754_cov_11.603433	terpene	Terpene		
Aply22_c03406_NODE_34...region001	c03406_NODE_34..	NODE_3406_length_12390_cov_153.010215	terpene	Terpene		
Aply22_c03437_NODE_34...region001	c03437_NODE_34..	NODE_3437_length_12267_cov_5.349574	T1PKS	PKSI		
Aply22_c03453_NODE_34...region001	c03453_NODE_34..	NODE_3453_length_12214_cov_10.467226	terpene	Terpene		
Aply22_c03527_NODE_35...region001	c03527_NODE_35..	NODE_3527_length_12018_cov_143.038201	terpene	Terpene		
Aply22_c03591_NODE_35...region001	c03591_NODE_35..	NODE_3591_length_11848_cov_7.472229	terpene	Terpene		
Aply22_c03623_NODE_36...region001	c03623_NODE_36..	NODE_3623_length_11755_cov_13.344786	arylpolyene	Others		
Aply22_c03914_NODE_39...region001	c03914_NODE_39..	NODE_3914_length_11005_cov_7.966210	terpene	Terpene		
Aply22_c03921_NODE_39...region001	c03921_NODE_39..	NODE_3921_length_10985_cov_4.921500	terpene	Terpene		
Aply22_c03949_NODE_39...region001	c03949_NODE_39..	NODE_3949_length_10926_cov_5.903505	terpene	Terpene		
Aply22_c03969_NODE_39...region001	c03969_NODE_39..	NODE_3969_length_10876_cov_7.882820	NRPS	NRPS		
Aply22_c04022_NODE_40...region001	c04022_NODE_40..	NODE_4022_length_10750_cov_5.724918	lassopeptide	RiPPs		
Aply22_c04129_NODE_41...region001	c04129_NODE_41..	NODE_4129_length_10488_cov_10.460558	bacteriocin	RiPPs		
Aply22_c04152_NODE_41...region001	c04152_NODE_41..	NODE_4152_length_10439_cov_9.950693	terpene	Terpene		
Aply22_c04234_NODE_42...region001	c04234_NODE_42..	NODE_4234_length_10264_cov_8.088843	terpene	Terpene		
Aply22_c04472_NODE_44...region001	c04472_NODE_44..	NODE_4472_length_9769_cov_5.312230	LAP	RiPPs		
Aply22_c04915_NODE_49...region001	c04915_NODE_49..	NODE_4915_length_8961_cov_11.522681	bacteriocin	RiPPs		
Aply22_c05018_NODE_50...region001	c05018_NODE_50..	NODE_5018_length_8816_cov_6.684625	bacteriocin	RiPPs		
Aply22_c05034_NODE_50...region001	c05034_NODE_50..	NODE_5034_length_8797_cov_8.127431	T1PKS	PKSI		
Aply22_c05191_NODE_51...region001	c05191_NODE_51..	NODE_5191_length_8569_cov_4.754405	proteusin	RiPPs		
Aply22_c05404_NODE_54...region001	c05404_NODE_54..	NODE_5404_length_8240_cov_5.218571	terpene	Terpene		
Aply22_c05581_NODE_55...region001	c05581_NODE_55..	NODE_5581_length_8023_cov_15.470382	terpene	Terpene		
Aply22_c05597_NODE_55...region001	c05597_NODE_55..	NODE_5597_length_8001_cov_6.535867	T1PKS	PKSI		
Aply22_c05663_NODE_56...region001	c05663_NODE_56..	NODE_5663_length_7905_cov_5.033503	terpene	Terpene		
Aply22_c05811_NODE_58...region001	c05811_NODE_58..	NODE_5811_length_7718_cov_12.873026	bacteriocin	RiPPs		
Aply22_c05957_NODE_59...region001	c05957_NODE_59..	NODE_5957_length_7533_cov_6.303691	terpene	Terpene		
Aply22_c06119_NODE_61...region001	c06119_NODE_61..	NODE_6119_length_7354_cov_11.540759	terpene	Terpene		
Aply22_c06361_NODE_63...region001	c06361_NODE_63..	NODE_6361_length_7102_cov_5.682276	NRPS-like	NRPS		
Aply22_c06517_NODE_65...region001	c06517_NODE_65..	NODE_6517_length_6945_cov_3.349347	terpene	Terpene		
Aply22_c06533_NODE_65...region001	c06533_NODE_65..	NODE_6533_length_6935_cov_5.514971	bacteriocin	RiPPs		
Aply22_c06572_NODE_65...region001	c06572_NODE_65..	NODE_6572_length_6893_cov_3.364580	ectoine	Others		
Aply22_c06584_NODE_65...region001	c06584_NODE_65..	NODE_6584_length_6879_cov_6.656653	T1PKS	PKSI		
Aply22_c06601_NODE_66...region001	c06601_NODE_66..	NODE_6601_length_6861_cov_5.338525	phosphonate	Others		
Aply22_c06678_NODE_66...region001	c06678_NODE_66..	NODE_6678_length_6802_cov_5.520824	T1PKS	PKSI		
Aply22_c06939_NODE_69...region001	c06939_NODE_69..	NODE_6939_length_6580_cov_4.707586	bacteriocin	RiPPs		
Aply22_c06987_NODE_69...region001	c06987_NODE_69..	NODE_6987_length_6537_cov_6.701327	lanthipeptide	RiPPs		
Aply22_c07216_NODE_72...region001	c07216_NODE_72..	NODE_7216_length_6352_cov_2.616325	terpene	Terpene		
Aply22_c07247_NODE_72...region001	c07247_NODE_72..	NODE_7247_length_6326_cov_4.434859	terpene	Terpene		
Aply22_c07414_NODE_74...region001	c07414_NODE_74..	NODE_7414_length_6203_cov_5.634027	NRPS-like	NRPS		
Aply22_c07606_NODE_76...region001	c07606_NODE_76..	NODE_7606_length_6067_cov_4.444943	terpene	Terpene		
Aply22_c07919_NODE_79...region001	c07919_NODE_79..	NODE_7919_length_5869_cov_3.499828	terpene	Terpene		
Aply22_c08154_NODE_81...region001	c08154_NODE_81..	NODE_8154_length_5701_cov_4.369642	T1PKS	PKSI		
Aply22_c08383_NODE_83...region001	c08383_NODE_83..	NODE_8383_length_5545_cov_4.991621	terpene	Terpene		
Aply22_c08452_NODE_84...region001	c08452_NODE_84..	NODE_8452_length_5498_cov_4.165717	T1PKS	PKSI		
Aply22_c08590_NODE_85...region001	c08590_NODE_85..	NODE_8590_length_5416_cov_5.296960	bacteriocin	RiPPs		
Aply22_c08625_NODE_86...region001	c08625_NODE_86..	NODE_8625_length_5398_cov_23.635972	T3PKS	PKSother		
Aply22_c08978_NODE_89...region001	c08978_NODE_89..	NODE_8978_length_5199_cov_4.622084	phosphonate	Others		
Aply22_c09013_NODE_90...region001	c09013_NODE_90..	NODE_9013_length_5182_cov_5.094987	bacteriocin	RiPPs		
Aply22_c09261_NODE_92...region001	c09261_NODE_92..	NODE_9261_length_5056_cov_5.228154	terpene	Terpene		
Aply22_c09320_NODE_93...region001	c09320_NODE_93..	NODE_9320_length_5033_cov_4.728606	T1PKS	PKSI		
Aply22_c09566_NODE_95...region001	c09566_NODE_95..	NODE_9566_length_4919_cov_7.557771	T1PKS	PKSI		
Aply22_c09586_NODE_95...region001	c09586_NODE_95..	NODE_9586_length_4910_cov_4.975901	T1PKS	PKSI		
Aply22_c09629_NODE_96...region001	c09629_NODE_96..	NODE_9629_length_4890_cov_6.174560	NRPS-like	NRPS		
Aply22_c09828_NODE_98...region001	c09828_NODE_98..	NODE_9828_length_4792_cov_3.666033	NRPS-like	NRPS		
Aply22_c10088_NODE_10...region001	c10088_NODE_10..	NODE_10088_length_4671_cov_8.797444	terpene	Terpene		
Aply22_c10185_NODE_10...region001	c10185_NODE_10..	NODE_10185_length_4631_cov_9.472684	terpene	Terpene		
Aply22_c10222_NODE_10...region001	c10222_NODE_10..	NODE_10222_length_4618_cov_5.344291	terpene	Terpene		
Aply22_c10394_NODE_10...region001	c10394_NODE_10..	NODE_10394_length_4549_cov_5.462394	terpene	Terpene		
Aply22_c10445_NODE_10...region001	c10445_NODE_10..	NODE_10445_length_4534_cov_8.736995	terpene	Terpene		
Aply22_c10599_NODE_10...region001	c10599_NODE_10..	NODE_10599_length_4469_cov_6.922293	T1PKS	PKSI		
Aply22_c10801_NODE_10...region001	c10801_NODE_10..	NODE_10801_length_4395_cov_4.397465	LAP	RiPPs		
Aply22_c10813_NODE_10...region001	c10813_NODE_10..	NODE_10813_length_4390_cov_0.811073	NRPS-like	NRPS		
Aply22_c10969_NODE_10...region001	c10969_NODE_10..	NODE_10969_length_4328_cov_5.242453	T3PKS	PKSother		
Aply22_c11026_NODE_11...region001	c11026_NODE_11..	NODE_11026_length_4299_cov_19.345900	terpene	Terpene		
Aply22_c11683_NODE_11...region001	c11683_NODE_11..	NODE_11683_length_4076_cov_5.323054	NRPS-like	NRPS		
Aply22_c11759_NODE_11...region001	c11759_NODE_11..	NODE_11759_length_4053_cov_4.701601	terpene	Terpene		
Aply23_c00011_NODE_11...region001	c00011_NODE_11..	NODE_11_length_134267_cov_11.305830	NRPS-like	NRPS		
Aply23_c00012_NODE_12...region001	c00012_NODE_12..	NODE_12_length_128894_cov_7.151755	terpene	Terpene		
Aply23_c00029_NODE_29...region001	c00029_NODE_29..	NODE_29_length_95564_cov_10.590248	terpene	Terpene		
Aply23_c00092_NODE_92...region001	c00092_NODE_92..	NODE_92_length_56169_cov_86.907349	terpene	Terpene		
Aply23_c00174_NODE_17...region001	c00174_NODE_17..	NODE_174_length_39770_cov_7.366864	LAP	RiPPs		
Aply23_c00240_NODE_24...region001	c00240_NODE_24..	NODE_240_length_33298_cov_4.973889	betalactone	Others		
Aply23_c00282_NODE_28...region001	c00282_NODE_28..	NODE_282_length_29744_cov_6.731988	NRPS-like	NRPS		
Aply23_c00309_NODE_30...region001	c00309_NODE_30..	NODE_309_length_27983_cov_5.218562	T3PKS	PKSother		
Aply23_c00330_NODE_33...region001	c00330_NODE_33..	NODE_330_length_27061_cov_3.461786	bacteriocin	RiPPs		
Aply23_c00331_NODE_33...region001	c00331_NODE_33..	NODE_331_length_27032_cov_90.192720	terpene	Terpene		
Aply23_c00373_NODE_37...region001	c00373_NODE_37..	NODE_373_length_25216_cov_6.229562	arylpolyene	Others		
Aply23_c00382_NODE_38...region001	c00382_NODE_38..	NODE_382_length_24927_cov_7.379784	terpene	Terpene		
Aply23_c00395_NODE_39...region001	c00395_NODE_39..	NODE_395_length_24363_cov_9.783857	NRPS-like	NRPS		
Aply23_c00446_NODE_44...region001	c00446_NODE_44..	NODE_446_length_22748_cov_3.555105	LAP.thiopeptide	RiPPs		
Aply23_c00459_NODE_45...region001	c00459_NODE_45..	NODE_459_length_22180_cov_4.637650	T1PKS	PKSI		
Aply23_c00490_NODE_49...region001	c00490_NODE_49..	NODE_490_length_21351_cov_4.058321	T1PKS	PKSI		
Aply23_c00498_NODE_49...region001	c00498_NODE_49..	NODE_498_length_21083_cov_3.718661	lanthipeptide.bacteriocin	RiPPs		
Aply23_c00608_NODE_60...region001	c00608_NODE_60..	NODE_608_length_18787_cov_10.178144	terpene	Terpene		
Aply23_c00729_NODE_72...region001	c00729_NODE_72..	NODE_729_length_17203_cov_88.848437	bacteriocin	RiPPs		
Aply23_c00857_NODE_85...region001	c00857_NODE_85..	NODE_857_length_15441_cov_2.621474	bacteriocin	RiPPs		
Aply23_c00914_NODE_91...region001	c00914_NODE_91..	NODE_914_length_14831_cov_3.696400	other	Others		
Aply23_c00966_NODE_96...region001	c00966_NODE_96..	NODE_966_length_14419_cov_8.021303	T3PKS	PKSother		
Aply23_c00970_NODE_97...region001	c00970_NODE_97..	NODE_970_length_14390_cov_3.695570	T1PKS	PKSI		
Aply23_c01004_NODE_10...region001	c01004_NODE_10..	NODE_1004_length_14097_cov_3.604401	bacteriocin	RiPPs		
Aply23_c01008_NODE_10...region001	c01008_NODE_10..	NODE_1008_length_14077_cov_5.414206	terpene	Terpene		
Aply23_c01017_NODE_10...region001	c01017_NODE_10..	NODE_1017_length_14039_cov_4.033109	terpene	Terpene		
Aply23_c01070_NODE_10...region001	c01070_NODE_10..	NODE_1070_length_13727_cov_3.453482	T3PKS	PKSother		
Aply23_c01137_NODE_11...region001	c01137_NODE_11..	NODE_1137_length_13266_cov_2.758610	bacteriocin	RiPPs		
Aply23_c01165_NODE_11...region001	c01165_NODE_11..	NODE_1165_length_13118_cov_2.608359	T1PKS	PKSI		
Aply23_c01185_NODE_11...region001	c01185_NODE_11..	NODE_1185_length_13017_cov_3.682225	bacteriocin	RiPPs		
Aply23_c01286_NODE_12...region001	c01286_NODE_12..	NODE_1286_length_12480_cov_4.884588	bacteriocin	RiPPs		
Aply23_c01291_NODE_12...region001	c01291_NODE_12..	NODE_1291_length_12447_cov_4.315607	T1PKS	PKSI		
Aply23_c01297_NODE_12...region001	c01297_NODE_12..	NODE_1297_length_12430_cov_3.201293	terpene	Terpene		
Aply23_c01342_NODE_13...region001	c01342_NODE_13..	NODE_1342_length_12182_cov_8.831038	LAP	RiPPs		
Aply23_c01346_NODE_13...region001	c01346_NODE_13..	NODE_1346_length_12166_cov_3.528693	bacteriocin	RiPPs		
Aply23_c01513_NODE_15...region001	c01513_NODE_15..	NODE_1513_length_11407_cov_3.198203	terpene	Terpene		
Aply23_c01711_NODE_17...region001	c01711_NODE_17..	NODE_1711_length_10562_cov_1.254687	terpene	Terpene		
Aply23_c01815_NODE_18...region001	c01815_NODE_18..	NODE_1815_length_10194_cov_2.377355	T1PKS	PKSI		
Aply23_c01839_NODE_18...region001	c01839_NODE_18..	NODE_1839_length_10096_cov_4.571357	lassopeptide	RiPPs		
Aply23_c01891_NODE_18...region001	c01891_NODE_18..	NODE_1891_length_9954_cov_2.453581	T1PKS	PKSI		
Aply23_c02003_NODE_20...region001	c02003_NODE_20..	NODE_2003_length_9585_cov_1.269675	terpene	Terpene		
Aply23_c02066_NODE_20...region001	c02066_NODE_20..	NODE_2066_length_9440_cov_3.237507	terpene	Terpene		
Aply23_c02070_NODE_20...region001	c02070_NODE_20..	NODE_2070_length_9436_cov_3.682870	proteusin.bacteriocin	RiPPs		
Aply23_c02074_NODE_20...region001	c02074_NODE_20..	NODE_2074_length_9426_cov_3.408388	terpene	Terpene		
Aply23_c02122_NODE_21...region001	c02122_NODE_21..	NODE_2122_length_9319_cov_2.470315	terpene	Terpene		
Aply23_c02139_NODE_21...region001	c02139_NODE_21..	NODE_2139_length_9294_cov_3.944907	terpene	Terpene		
Aply23_c02154_NODE_21...region001	c02154_NODE_21..	NODE_2154_length_9262_cov_4.110134	NRPS-like	NRPS		
Aply23_c02180_NODE_21...region001	c02180_NODE_21..	NODE_2180_length_9202_cov_3.210561	thiopeptide	RiPPs		
Aply23_c02294_NODE_22...region001	c02294_NODE_22..	NODE_2294_length_8899_cov_2.793419	T1PKS	PKSI		
Aply23_c02431_NODE_24...region001	c02431_NODE_24..	NODE_2431_length_8626_cov_5.864427	terpene	Terpene		
Aply23_c02440_NODE_24...region001	c02440_NODE_24..	NODE_2440_length_8614_cov_3.454376	NRPS-like	NRPS		
Aply23_c02451_NODE_24...region001	c02451_NODE_24..	NODE_2451_length_8596_cov_1.445264	T1PKS	PKSI		
Aply23_c02626_NODE_26...region001	c02626_NODE_26..	NODE_2626_length_8224_cov_3.242502	T1PKS	PKSI		
Aply23_c02675_NODE_26...region001	c02675_NODE_26..	NODE_2675_length_8131_cov_4.343363	terpene	Terpene		
Aply23_c02693_NODE_26...region001	c02693_NODE_26..	NODE_2693_length_8097_cov_2.532828	terpene	Terpene		
Aply23_c02843_NODE_28...region001	c02843_NODE_28..	NODE_2843_length_7817_cov_5.548055	NRPS	NRPS		
Aply23_c03151_NODE_31...region001	c03151_NODE_31..	NODE_3151_length_7381_cov_3.884930	T1PKS	PKSI		
Aply23_c03156_NODE_31...region001	c03156_NODE_31..	NODE_3156_length_7377_cov_3.289812	bacteriocin	RiPPs		
Aply23_c04023_NODE_40...region001	c04023_NODE_40..	NODE_4023_length_6326_cov_3.287195	terpene	Terpene		
Aply23_c04084_NODE_40...region001	c04084_NODE_40..	NODE_4084_length_6271_cov_3.391088	terpene	Terpene		
Aply23_c04107_NODE_41...region001	c04107_NODE_41..	NODE_4107_length_6244_cov_2.321538	T1PKS	PKSI		
Aply23_c04566_NODE_45...region001	c04566_NODE_45..	NODE_4566_length_5871_cov_3.894601	terpene	Terpene		
Aply23_c04684_NODE_46...region001	c04684_NODE_46..	NODE_4684_length_5795_cov_3.700348	NRPS	NRPS		
Aply23_c04803_NODE_48...region001	c04803_NODE_48..	NODE_4803_length_5701_cov_3.451647	T1PKS	PKSI		
Aply23_c05182_NODE_51...region001	c05182_NODE_51..	NODE_5182_length_5449_cov_3.771042	terpene	Terpene		
Aply23_c05208_NODE_52...region001	c05208_NODE_52..	NODE_5208_length_5434_cov_1.141104	terpene	Terpene		
Aply23_c05245_NODE_52...region001	c05245_NODE_52..	NODE_5245_length_5412_cov_3.507560	terpene	Terpene		
Aply23_c05498_NODE_54...region001	c05498_NODE_54..	NODE_5498_length_5263_cov_2.826229	terpene	Terpene		
Aply23_c05764_NODE_57...region001	c05764_NODE_57..	NODE_5764_length_5110_cov_1.450247	terpene	Terpene		
Aply23_c06126_NODE_61...region001	c06126_NODE_61..	NODE_6126_length_4899_cov_3.828448	bacteriocin	RiPPs		
Aply23_c06396_NODE_63...region001	c06396_NODE_63..	NODE_6396_length_4747_cov_3.314152	arylpolyene	Others		
Aply23_c06494_NODE_64...region001	c06494_NODE_64..	NODE_6494_length_4694_cov_2.245311	phosphonate	Others		
Aply23_c07525_NODE_75...region001	c07525_NODE_75..	NODE_7525_length_4223_cov_3.658589	T3PKS	PKSother		
Aply23_c07557_NODE_75...region001	c07557_NODE_75..	NODE_7557_length_4212_cov_4.657686	bacteriocin	RiPPs		
Aply23_c07737_NODE_77...region001	c07737_NODE_77..	NODE_7737_length_4136_cov_2.974271	terpene	Terpene		
Aply23_c08028_NODE_80...region001	c08028_NODE_80..	NODE_8028_length_4029_cov_3.087821	terpene	Terpene		
BGC0000001.1	BGC0000001.1	Abyssomicin biosynthetic gene cluster	t1pks	PKSI	Verrucosispora maris AB-18-032	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Verrucosispora
BGC0000002.1	BGC0000002.1	Aculeximycin biosynthetic gene cluster	oligosaccharide.t1pks	Others	Kutzneria albida DSM 43870	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Kutzneria
BGC0000003.1	BGC0000003.1	AF-toxin biosynthetic gene cluster	t1pks	PKSI	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria alternata group
BGC0000004.1	BGC0000004.1	Aflatoxin biosynthetic gene cluster	t1pks	PKSI	Aspergillus oryzae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000005.1	BGC0000005.1	Aflatoxin biosynthetic gene cluster	other	Others	Aspergillus parasiticus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000006.1	BGC0000006.1	Aflatoxin biosynthetic gene cluster	t1pks	PKSI	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000007.1	BGC0000007.1	Aflatoxin biosynthetic gene cluster	t1pks	PKSI	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000008.1	BGC0000008.1	Aflatoxin biosynthetic gene cluster	t1pks	PKSI	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000009.1	BGC0000009.1	Aflatoxin biosynthetic gene cluster	t1pks	PKSI	Aspergillus nomius	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000010.1	BGC0000010.1	Aflatoxin biosynthetic gene cluster	other	Others	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
